Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
2016,3,11,8.6,2.4,5.5,12.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,3,12,16.7,0.7,8.699999999999999,9.300000000000001,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,3,13,9.1,3.7,6.4,11.6,0,NaN,NaN,NaN,NaN,NaN,NaN
2016,3,14,9.699999999999999,3.7,6.7,11.3,0,NaN,NaN,NaN,NaN,NaN,NaN
2016,3,15,10.4,6.9,8.699999999999999,9.300000000000001,0,NaN,NaN,8.9,NaN,NaN,NaN
2016,3,16,12.6,4,8.300000000000001,9.699999999999999,0,NaN,NaN,3.2,NaN,NaN,NaN
2016,3,17,11.1,4.4,7.8,10.2,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,3,18,7.1,-1.4,2.9,15.1,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,3,19,1.2,-4.1,-1.5,19.5,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,3,20,2.2,-3,-0.4,18.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,3,21,5,-1.9,1.6,16.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,3,22,5.3,-1.5,1.9,16.1,0,NaN,NaN,NaN,NaN,NaN,NaN
2016,3,23,5,-0.2,2.4,15.6,0,NaN,NaN,NaN,NaN,NaN,NaN
2016,3,24,0.8,-1.5,-0.4,18.4,0,NaN,NaN,11.1,1,NaN,NaN
2016,3,25,2.3,-1,0.7,17.3,0,NaN,NaN,4.1,1,NaN,NaN
2016,3,26,5.9,-1.4,2.3,15.7,0,NaN,NaN,0,NaN,NaN,NaN
2016,3,27,11.8,0.9,6.4,11.6,0,NaN,NaN,0,NaN,NaN,NaN
2016,3,28,10.5,3.2,6.9,11.1,0,NaN,NaN,7.2,NaN,NaN,NaN
2016,3,29,7.6,-0.2,3.7,14.3,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,3,30,10.8,1,5.9,12.1,0,NaN,NaN,0.3,NaN,NaN,NaN
2016,3,31,14.6,8.5,11.6,6.4,0,NaN,NaN,24.7,NaN,NaN,NaN
2016,4,1,12.9,4.4,8.699999999999999,9.300000000000001,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,4,2,6.1,-2.3,1.9,16.1,0,NaN,NaN,1.6,NaN,NaN,NaN
2016,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,4,4,-0.7,-5.7,-3.2,21.2,0,NaN,NaN,2.6,NaN,NaN,NaN
2016,4,5,0.2,-6.8,-3.3,21.3,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,6,7.1,-1.2,3,15,0,NaN,NaN,7.9,NaN,NaN,NaN
2016,4,7,8.300000000000001,-0.1,4.1,13.9,0,NaN,NaN,0.3,NaN,NaN,NaN
2016,4,8,5,-3,1,17,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,9,0.8,-5.1,-2.2,20.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,10,1.4,-5.9,-2.3,20.3,0,NaN,NaN,7.2,NaN,NaN,NaN
2016,4,11,10.3,1.3,5.8,12.2,0,NaN,NaN,3.1,NaN,NaN,NaN
2016,4,12,7.5,0,3.8,14.2,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,4,13,6,-1,2.5,15.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,14,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,4,15,12.6,4.6,8.6,9.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,16,16.3,7.6,12,6,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,17,20.6,8.9,14.8,3.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,18,23.3,9.800000000000001,16.6,1.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,19,15.4,7.2,11.3,6.7,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,20,14.5,6.6,10.6,7.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,21,14.9,8.4,11.7,6.3,0,NaN,NaN,1.1,NaN,NaN,NaN
2016,4,22,19.5,7,13.3,4.7,0,NaN,NaN,0.6,NaN,NaN,NaN
2016,4,23,NaN,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,4,24,10.6,3.7,7.2,10.8,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,25,7.4,4.9,6.2,11.8,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,26,5.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,4,27,NaN,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,4,28,8,2.7,5.4,12.6,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,29,10.1,5.7,7.9,10.1,0,NaN,NaN,0,NaN,NaN,NaN
2016,4,30,14.4,5.2,9.800000000000001,8.199999999999999,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,1,10.7,7,8.9,9.1,0,NaN,NaN,4.2,NaN,NaN,NaN
2016,5,2,12.2,6.6,9.4,8.6,0,NaN,NaN,0.4,NaN,NaN,NaN
2016,5,3,14.5,6,10.3,7.7,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,4,15.2,7,11.1,6.9,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,5,16.9,9.300000000000001,13.1,4.9,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,6,21,9.699999999999999,15.4,2.6,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,7,18.3,8.4,13.4,4.6,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,8,14.3,5,9.699999999999999,8.300000000000001,0,NaN,NaN,1.6,NaN,NaN,NaN
2016,5,9,15.1,4.1,9.6,8.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,10,15.8,7.2,11.5,6.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,11,17.6,8.699999999999999,13.2,4.8,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,12,21.2,10.8,16,2,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,13,21.1,13.8,17.5,0.5,0,NaN,NaN,6.7,NaN,NaN,NaN
2016,5,14,15.5,3.6,9.6,8.4,0,NaN,NaN,5.5,NaN,NaN,NaN
2016,5,15,9.4,3.1,6.3,11.7,0,NaN,NaN,0.8,NaN,NaN,NaN
2016,5,16,18.5,2.4,10.5,7.5,0,NaN,NaN,2.9,NaN,NaN,NaN
2016,5,17,15.1,6.6,10.9,7.1,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,18,16.1,7.7,11.9,6.1,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,19,19.8,11.3,15.6,2.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,20,22.5,9.1,15.8,2.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,5,21,23.7,14.7,19.2,0,1.2,NaN,NaN,0,NaN,NaN,NaN
2016,5,22,23.5,13.6,18.6,0,0.6,NaN,NaN,0,NaN,NaN,NaN
2016,5,23,24.9,13.1,19,0,1,NaN,NaN,0,NaN,NaN,NaN
2016,5,24,28.5,13.7,21.1,0,3.1,NaN,NaN,0,NaN,NaN,NaN
2016,5,25,30.1,16.6,23.4,0,5.4,NaN,NaN,0,NaN,NaN,NaN
2016,5,26,24.7,16.6,20.7,0,2.7,NaN,NaN,2.7,NaN,NaN,NaN
2016,5,27,28.8,18,23.4,0,5.4,NaN,NaN,0,NaN,NaN,NaN
2016,5,28,31.5,18.5,25,0,7,NaN,NaN,0,NaN,NaN,NaN
2016,5,29,30,20.1,25.1,0,7.1,NaN,NaN,0,NaN,NaN,NaN
2016,5,30,28.3,19,23.7,0,5.7,NaN,NaN,0,NaN,NaN,NaN
2016,5,31,27.3,16.3,21.8,0,3.8,NaN,NaN,0,NaN,NaN,NaN
2016,6,1,19.4,13.5,16.5,1.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,2,27.3,16.3,21.8,0,3.8,NaN,NaN,0,NaN,NaN,NaN
2016,6,3,26.1,15.2,20.7,0,2.7,NaN,NaN,0,NaN,NaN,NaN
2016,6,4,26.1,16.2,21.2,0,3.2,NaN,NaN,4.6,NaN,NaN,NaN
2016,6,5,22.3,16.2,19.3,0,1.3,NaN,NaN,17.8,NaN,NaN,NaN
2016,6,6,25.9,15,20.5,0,2.5,NaN,NaN,2.2,NaN,NaN,NaN
2016,6,7,20.6,11,15.8,2.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,8,14.8,8.199999999999999,11.5,6.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,9,20.8,8,14.4,3.6,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,10,22.6,10.1,16.4,1.6,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,11,30.6,13.1,21.9,0,3.9,NaN,NaN,7.8,NaN,NaN,NaN
2016,6,12,19.7,13.8,16.8,1.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,13,19.4,11.7,15.6,2.4,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,14,21,10.9,16,2,0,NaN,NaN,0,NaN,NaN,NaN
2016,6,15,24.3,11.9,18.1,0,0.1,NaN,NaN,0.5,NaN,NaN,NaN
2016,6,16,25.6,15.2,20.4,0,2.4,NaN,NaN,0.8,NaN,NaN,NaN
2016,6,17,28.8,15.2,22,0,4,NaN,NaN,0,NaN,NaN,NaN
2016,6,18,30.5,16.8,23.7,0,5.7,NaN,NaN,0,NaN,NaN,NaN
2016,6,19,31.8,18.6,25.2,0,7.2,NaN,NaN,0,NaN,NaN,NaN
2016,6,20,31.7,19.1,25.4,0,7.4,NaN,NaN,0,NaN,NaN,NaN
2016,6,21,26.7,14.9,20.8,0,2.8,NaN,NaN,0,NaN,NaN,NaN
2016,6,22,26,15.9,21,0,3,NaN,NaN,0,NaN,NaN,NaN
2016,6,23,23.9,15,19.5,0,1.5,NaN,NaN,0,NaN,NaN,NaN
2016,6,24,28,15.3,21.7,0,3.7,NaN,NaN,0,NaN,NaN,NaN
2016,6,25,28.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,6,26,32.5,18.5,25.5,0,7.5,NaN,NaN,2,NaN,NaN,NaN
2016,6,27,33.2,21.1,27.2,0,9.199999999999999,NaN,NaN,0,NaN,NaN,NaN
2016,6,28,24,16.4,20.2,0,2.2,NaN,NaN,0,NaN,NaN,NaN
2016,6,29,26.7,15.5,21.1,0,3.1,NaN,NaN,0,NaN,NaN,NaN
2016,6,30,27.6,13.5,20.6,0,2.6,NaN,NaN,0,NaN,NaN,NaN
2016,7,1,22.8,14.6,18.7,0,0.7,NaN,NaN,3.8,NaN,NaN,NaN
2016,7,2,26.6,13.2,19.9,0,1.9,NaN,NaN,0,NaN,NaN,NaN
2016,7,3,28.9,15.1,22,0,4,NaN,NaN,0,NaN,NaN,NaN
2016,7,4,29.7,16,22.9,0,4.9,NaN,NaN,0,NaN,NaN,NaN
2016,7,5,30.7,19.9,25.3,0,7.3,NaN,NaN,0,NaN,NaN,NaN
2016,7,6,32.2,20.1,26.2,0,8.199999999999999,NaN,NaN,0,NaN,NaN,NaN
2016,7,7,30.5,21.5,26,0,8,NaN,NaN,4.8,NaN,NaN,NaN
2016,7,8,28.7,20.8,24.8,0,6.8,NaN,NaN,0.8,NaN,NaN,NaN
2016,7,9,27.5,19.4,23.5,0,5.5,NaN,NaN,1.9,NaN,NaN,NaN
2016,7,10,28.9,17.4,23.2,0,5.2,NaN,NaN,0,NaN,NaN,NaN
2016,7,11,26.4,19.1,22.8,0,4.8,NaN,NaN,0,NaN,NaN,NaN
2016,7,12,31.2,20.6,25.9,0,7.9,NaN,NaN,0,NaN,NaN,NaN
2016,7,13,32.7,21,26.9,0,8.9,NaN,NaN,5.1,NaN,NaN,NaN
2016,7,14,28.3,19.8,24.1,0,6.1,NaN,NaN,5,NaN,NaN,NaN
2016,7,15,27.8,16.9,22.4,0,4.4,NaN,NaN,0,NaN,NaN,NaN
2016,7,16,21.9,15.3,18.6,0,0.6,NaN,NaN,0,NaN,NaN,NaN
2016,7,17,27,15.3,21.2,0,3.2,NaN,NaN,0,NaN,NaN,NaN
2016,7,18,31.2,18.7,25,0,7,NaN,NaN,0,NaN,NaN,NaN
2016,7,19,27,15.7,21.4,0,3.4,NaN,NaN,0,NaN,NaN,NaN
2016,7,20,27.6,14.5,21.1,0,3.1,NaN,NaN,0,NaN,NaN,NaN
2016,7,21,31.6,18.7,25.2,0,7.2,NaN,NaN,0,NaN,NaN,NaN
2016,7,22,35.5,21.5,28.5,0,10.5,NaN,NaN,0,NaN,NaN,NaN
2016,7,23,33.7,22,27.9,0,9.9,NaN,NaN,0,NaN,NaN,NaN
2016,7,24,26.1,22.2,24.2,0,6.2,NaN,NaN,0,NaN,NaN,NaN
2016,7,25,32,21.2,26.6,0,8.6,NaN,NaN,16.4,NaN,NaN,NaN
2016,7,26,29,18.6,23.8,0,5.8,NaN,NaN,0,NaN,NaN,NaN
2016,7,27,33.9,19.6,26.8,0,8.800000000000001,NaN,NaN,4.4,NaN,NaN,NaN
2016,7,28,29.3,21.4,25.4,0,7.4,NaN,NaN,0,NaN,NaN,NaN
2016,7,29,27.2,19,23.1,0,5.1,NaN,NaN,4.9,NaN,NaN,NaN
2016,7,30,26,19.2,22.6,0,4.6,NaN,NaN,0,NaN,NaN,NaN
2016,7,31,24.1,19.4,21.8,0,3.8,NaN,NaN,4,NaN,NaN,NaN
2016,8,1,27.6,20,23.8,0,5.8,NaN,NaN,0,NaN,NaN,NaN
2016,8,2,28.4,19.2,23.8,0,5.8,NaN,NaN,0,NaN,NaN,NaN
2016,8,3,29.2,19.5,24.4,0,6.4,NaN,NaN,0,NaN,NaN,NaN
2016,8,4,32.2,20.5,26.4,0,8.4,NaN,NaN,0,NaN,NaN,NaN
2016,8,5,31.3,23.4,27.4,0,9.4,NaN,NaN,0,NaN,NaN,NaN
2016,8,6,30.2,19.4,24.8,0,6.8,NaN,NaN,0,NaN,NaN,NaN
2016,8,7,28.8,18.6,23.7,0,5.7,NaN,NaN,0,NaN,NaN,NaN
2016,8,8,28.7,18.5,23.6,0,5.6,NaN,NaN,0,NaN,NaN,NaN
2016,8,9,31.5,19,25.3,0,7.3,NaN,NaN,0,NaN,NaN,NaN
2016,8,10,33.9,22.5,28.2,0,10.2,NaN,NaN,0,NaN,NaN,NaN
2016,8,11,32.8,22.6,27.7,0,9.699999999999999,NaN,NaN,0,NaN,NaN,NaN
2016,8,12,NaN,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,8,13,29.5,22.5,26,0,8,NaN,NaN,19.2,NaN,NaN,NaN
2016,8,14,28.8,20.4,24.6,0,6.6,NaN,NaN,0,NaN,NaN,NaN
2016,8,15,25.8,18.5,22.2,0,4.2,NaN,NaN,1.2,NaN,NaN,NaN
2016,8,16,28.5,19.2,23.9,0,5.9,NaN,NaN,16.2,NaN,NaN,NaN
2016,8,17,26.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,8,18,27.7,20.2,24,0,6,NaN,NaN,0,NaN,NaN,NaN
2016,8,19,29.8,20.3,25.1,0,7.1,NaN,NaN,0,NaN,NaN,NaN
2016,8,20,31.2,20.9,26.1,0,8.1,NaN,NaN,2.4,NaN,NaN,NaN
2016,8,21,27.2,17.3,22.3,0,4.3,NaN,NaN,2,NaN,NaN,NaN
2016,8,22,24.5,14.1,19.3,0,1.3,NaN,NaN,0,NaN,NaN,NaN
2016,8,23,27.7,15.8,21.8,0,3.8,NaN,NaN,0,NaN,NaN,NaN
2016,8,24,29.1,17.6,23.4,0,5.4,NaN,NaN,0,NaN,NaN,NaN
2016,8,25,31.2,21.2,26.2,0,8.199999999999999,NaN,NaN,12.4,NaN,NaN,NaN
2016,8,26,29.9,19.7,24.8,0,6.8,NaN,NaN,0,NaN,NaN,NaN
2016,8,27,26.6,18.1,22.4,0,4.4,NaN,NaN,0,NaN,NaN,NaN
2016,8,28,30.7,20.7,25.7,0,7.7,NaN,NaN,0,NaN,NaN,NaN
2016,8,29,26.5,17.9,22.2,0,4.2,NaN,NaN,0,NaN,NaN,NaN
2016,8,30,28.8,18,23.4,0,5.4,NaN,NaN,0,NaN,NaN,NaN
2016,8,31,28.4,18.1,23.3,0,5.3,NaN,NaN,0.3,NaN,NaN,NaN
2016,9,1,24,16,20,0,2,NaN,NaN,0,NaN,NaN,NaN
2016,9,2,23.7,14.3,19,0,1,NaN,NaN,0,NaN,NaN,NaN
2016,9,3,23.3,15.1,19.2,0,1.2,NaN,NaN,0,NaN,NaN,NaN
2016,9,4,23.8,14.3,19.1,0,1.1,NaN,NaN,0,NaN,NaN,NaN
2016,9,5,29.1,16.1,22.6,0,4.6,NaN,NaN,0,NaN,NaN,NaN
2016,9,6,30.7,19.5,25.1,0,7.1,NaN,NaN,0,NaN,NaN,NaN
2016,9,7,34.1,21.1,27.6,0,9.6,NaN,NaN,29.3,NaN,NaN,NaN
2016,9,8,30.3,22.4,26.4,0,8.4,NaN,NaN,4.3,NaN,NaN,NaN
2016,9,9,28.1,20.4,24.3,0,6.3,NaN,NaN,0,NaN,NaN,NaN
2016,9,10,28.8,19.1,24,0,6,NaN,NaN,4.6,NaN,NaN,NaN
2016,9,11,23.3,14.3,18.8,0,0.8,NaN,NaN,0,NaN,NaN,NaN
2016,9,12,23.8,13.1,18.5,0,0.5,NaN,NaN,0,NaN,NaN,NaN
2016,9,13,27.4,15.4,21.4,0,3.4,NaN,NaN,0,NaN,NaN,NaN
2016,9,14,23.1,14.6,18.9,0,0.9,NaN,NaN,0,NaN,NaN,NaN
2016,9,15,19.8,11.8,15.8,2.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,9,16,22.7,13.4,18.1,0,0.1,NaN,NaN,0,NaN,NaN,NaN
2016,9,17,22.5,19.3,20.9,0,2.9,NaN,NaN,10.9,NaN,NaN,NaN
2016,9,18,25.3,17.8,21.6,0,3.6,NaN,NaN,0,NaN,NaN,NaN
2016,9,19,25.7,16.5,21.1,0,3.1,NaN,NaN,0,NaN,NaN,NaN
2016,9,20,28,16.9,22.5,0,4.5,NaN,NaN,0,NaN,NaN,NaN
2016,9,21,26.6,14.7,20.7,0,2.7,NaN,NaN,0,NaN,NaN,NaN
2016,9,22,NaN,16.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,9,23,23.2,12.3,17.8,0.2,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,9,24,18.7,9.699999999999999,14.2,3.8,0,NaN,NaN,0,NaN,NaN,NaN
2016,9,25,17,10,13.5,4.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,9,26,18.2,13.6,15.9,2.1,0,NaN,NaN,10.1,NaN,NaN,NaN
2016,9,27,21.2,10.7,16,2,0,NaN,NaN,0,NaN,NaN,NaN
2016,9,28,22.4,14.6,18.5,0,0.5,NaN,NaN,0,NaN,NaN,NaN
2016,9,29,18.2,14.2,16.2,1.8,0,NaN,NaN,4.1,NaN,NaN,NaN
2016,9,30,19.1,13.9,16.5,1.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,1,16.5,13.4,15,3,0,NaN,NaN,0.2,NaN,NaN,NaN
2016,10,2,19.8,14.9,17.4,0.6,0,NaN,NaN,2.8,NaN,NaN,NaN
2016,10,3,18.3,13.8,16.1,1.9,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,4,19.6,16,17.8,0.2,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,5,20.2,14.8,17.5,0.5,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,6,22.8,16.7,19.8,0,1.8,NaN,NaN,0,NaN,NaN,NaN
2016,10,7,22.4,15.5,19,0,1,NaN,NaN,0,NaN,NaN,NaN
2016,10,8,19.6,9,14.3,3.7,0,NaN,NaN,2.7,NaN,NaN,NaN
2016,10,9,13.4,6.3,9.9,8.1,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,10,12.6,3.9,8.300000000000001,9.699999999999999,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,11,17.5,5.9,11.7,6.3,0,NaN,NaN,0,NaN,NaN,NaN
2016,10,12,21.8,12.3,17.1,0.9,0,NaN,NaN,0,NaN,NaN,NaN
